item_id,modifiers,participant_id,session_id,s3_bucket,s3_object_key,face_crop_s3_object_key,face_crop_s3_bucket,fps,video_length,num_frames,resolution,video_codec_original,audio_codec_original,self_face_swap,processing_mode,processing_config_face_swapper_model,demographics_gender,demographics_native_language,demographics_age_group,technical_info_recording_software,technical_info_device_type,technical_info_device_brand_model,is_speaking,gestures,head_direction,dataset_labels,created_at,teams_meeting_id,duration,r_fps,avg_fps,width,height,has_audio,audio_codec_ffprobe,video_codec_ffprobe,frame_count,bit_rate,profile,pix_fmt,chroma_subsampling,color_range,color_space,color_transfer,color_primaries,chroma_location,field_order,time_base,is_likely_vfr,type,vfrdet_vfr_ratio,vfrdet_vfr_frames,vfrdet_total_frames,vfrdet_min_delta,vfrdet_max_delta,vfrdet_is_vfr,dirname
00175--f7f056af-07fd-4c54-aa12-5c9e352a15bd,raw,175,f7f056af-07fd-4c54-aa12-5c9e352a15bd,grl-mleng-dsfactory-training-video-data,raw/00175/f7f056af-07fd-4c54-aa12-5c9e352a15bd.mov,,,29.995437526158813,53.041367,1591,1280x720,h264,aac,,,,Male,Portuguese,35–44,Windows Camera App (Windows default),Windows laptop,Positivo N4350,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'head shake'}, {'category': 'affective', 'type': 'gesture', 'description': 'playing with hair'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic writing'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'head', 'type': 'pose', 'description': 'chin tuck'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'thumbs up'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point forward'}, {'category': 'beat', 'type': 'gesture', 'description': 'foot tap'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:22.789939Z,,53.041367,60/1,7955000/265207,1280,720,True,aac,h264,1591,8182816,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.899371,1430.0,160.0,951.0,1447.0,True,raw/00175
00175--f7f056af-07fd-4c54-aa12-5c9e352a15bd,facefusion-v1,175,f7f056af-07fd-4c54-aa12-5c9e352a15bd,grl-mleng-dsfactory-training-video-data,facefusion/00175/00175_f7f056af-07fd-4c54-aa12-5c9e352a15bd.mov,/00175.jpg,grl-mleng-dsfactory-training-faces,29.995437526158813,53.041367,1591,1280x720,h264,aac,1.0,,inswapper_128,Male,Portuguese,35–44,Windows Camera App (Windows default),Windows laptop,Positivo N4350,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'head shake'}, {'category': 'affective', 'type': 'gesture', 'description': 'playing with hair'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic writing'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'head', 'type': 'pose', 'description': 'chin tuck'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'thumbs up'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point forward'}, {'category': 'beat', 'type': 'gesture', 'description': 'foot tap'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:22.789939Z,,53.0414,953285/31781,953285/31781,1280,720,False,,h264,1591,27854045,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/953285,True,mov,,,,,,,facefusion/00175
00289--9e143c67-6852-4353-9094-44ab987a8ac0,raw,289,9e143c67-6852-4353-9094-44ab987a8ac0,grl-mleng-dsfactory-training-video-data,raw/00289/9e143c67-6852-4353-9094-44ab987a8ac0.mov,,,29.8284469742802,44.378479,1323,1280x720,h264,aac,,,,Male,Greek,25–34,Windows Camera App (Windows default),Windows laptop,HP ZBook Fury,True,"[{'type': 'speaking', 'description': 'Describe your perfect weekend'}]",right,['v1.0.0_dataset'],2025-06-16T18:13:51.549805Z,,44.3785,60/1,5670000/190087,1280,720,True,aac,h264,1323,8170384,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.942511,1246.0,76.0,950.0,1449.0,True,raw/00289
00289--9e143c67-6852-4353-9094-44ab987a8ac0,facefusion-identity-swap-v1,289,9e143c67-6852-4353-9094-44ab987a8ac0,grl-mleng-dsfactory-training-video-data,facefusion-identity-swap/00289/00289_9e143c67-6852-4353-9094-44ab987a8ac0.mov,00349/5be3815f-e96d-493d-bb92-50205a33d191_face_crop.png,grl-mleng-dsfactory-training-faces,29.8284469742802,44.378479,1323,1280x720,h264,aac,0.0,,inswapper_128,Male,Greek,25–34,Windows Camera App (Windows default),Windows laptop,HP ZBook Fury,True,"[{'type': 'speaking', 'description': 'Describe your perfect weekend'}]",right,['v1.0.0_dataset'],2025-06-16T18:13:51.549805Z,,44.353633,178046/5969,178046/5969,1280,720,False,,h264,1323,38121713,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/178046,True,mov,,,,,,,facefusion-identity-swap/00289
00569--80c705c4-4430-4b7e-83d7-6e58660ddb87,raw,569,80c705c4-4430-4b7e-83d7-6e58660ddb87,grl-mleng-dsfactory-training-video-data,raw/00569/80c705c4-4430-4b7e-83d7-6e58660ddb87.mov,00569/80c705c4-4430-4b7e-83d7-6e58660ddb87_face_crop.png,grl-mleng-dsfactory-training-faces,30.14860228225514,33.649708,1014,1280x720,h264,aac,,,,Female,polish,18–24,Windows Camera App (Windows default),Windows laptop,lenovo e31-70,True,"[{'type': 'speaking', 'description': 'Describe your favorite childhood memory'}]",forward,['v1.0.0_dataset'],2025-06-16T18:14:51.479224Z,,33.649708,60/1,5070000/168167,1280,720,True,aac,h264,1014,7998199,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.971372,984.0,29.0,290.0,2002.0,True,raw/00569
00569--80c705c4-4430-4b7e-83d7-6e58660ddb87,facefusion-v1,569,80c705c4-4430-4b7e-83d7-6e58660ddb87,grl-mleng-dsfactory-training-video-data,facefusion/00569/00569_80c705c4-4430-4b7e-83d7-6e58660ddb87.mov,/00569.jpg,grl-mleng-dsfactory-training-faces,30.14860228225514,33.649708,1014,1280x720,h264,aac,1.0,,inswapper_128,Female,polish,18–24,Windows Camera App (Windows default),Windows laptop,lenovo e31-70,True,"[{'type': 'speaking', 'description': 'Describe your favorite childhood memory'}]",forward,['v1.0.0_dataset'],2025-06-16T18:14:51.479224Z,,33.6334,536012/17779,536012/17779,1280,720,False,,h264,1014,26371554,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/536012,True,mov,,,,,,,facefusion/00569
00154--e8372328-ced1-458e-8aab-52a6f2c5a7fd,raw,154,e8372328-ced1-458e-8aab-52a6f2c5a7fd,grl-mleng-dsfactory-training-video-data,raw/00154/e8372328-ced1-458e-8aab-52a6f2c5a7fd.mov,,,30.07061443634767,40.784604,1226,1280x720,h264,aac,,,,Female,english,25–34,Windows Camera App (Windows default),Windows laptop,Acer Aspire 3,True,"[{'type': 'speaking', 'description': 'Explain what you think is the most important quality in a person'}]",right,['v1.0.0_dataset'],2025-06-16T18:12:55.936356Z,,40.784626,60/1,12260000/407707,1280,720,True,aac,h264,1226,8155200,Main,yuvj420p,yuvj420p,pc,unknown,reserved,reserved,left,progressive,1/30000,True,mp4,0.857143,1050.0,175.0,928.0,1473.0,True,raw/00154
00154--e8372328-ced1-458e-8aab-52a6f2c5a7fd,facefusion-v1,154,e8372328-ced1-458e-8aab-52a6f2c5a7fd,grl-mleng-dsfactory-training-video-data,facefusion/00154/00154_e8372328-ced1-458e-8aab-52a6f2c5a7fd.mov,,,30.07061443634767,40.784604,1226,1280x720,h264,aac,1.0,,inswapper_128,Female,english,25–34,Windows Camera App (Windows default),Windows laptop,Acer Aspire 3,True,"[{'type': 'speaking', 'description': 'Explain what you think is the most important quality in a person'}]",right,['v1.0.0_dataset'],2025-06-16T18:12:55.936356Z,,40.7707,229529/7633,229529/7633,1280,720,False,,h264,1226,21317333,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/229529,True,mov,,,,,,,facefusion/00154
00592--79f9dba4-54c6-45ce-aa91-72b54d3da27e,raw,592,79f9dba4-54c6-45ce-aa91-72b54d3da27e,grl-mleng-dsfactory-training-video-data,raw/00592/79f9dba4-54c6-45ce-aa91-72b54d3da27e.mov,,,29.97411865348456,50.576967,1516,1280x720,h264,aac,,,,Male,English,45–54,QuickTime (Mac default),MacBook (any model),Macbook Pro Retina 15,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'okay sign'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture outward'}, {'category': 'postural', 'type': 'pose', 'description': 'slouch'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away left'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'peace sign'}, {'category': 'affective', 'type': 'gesture', 'description': 'hand on chin'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic using a phone'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt left'}, {'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}]",variable,['v1.0.0_dataset'],2025-06-16T18:16:51.790637Z,,50.642721,30000/1001,45480000/1517309,1280,720,True,aac,h264,1516,10718201,Main,yuv420p,yuv420p,tv,bt709,bt709,bt709,left,progressive,1/30000,True,mov,0.265347,402.0,1113.0,1000.0,1001.0,True,raw/00592
00592--79f9dba4-54c6-45ce-aa91-72b54d3da27e,facefusion-v1,592,79f9dba4-54c6-45ce-aa91-72b54d3da27e,grl-mleng-dsfactory-training-video-data,facefusion/00592/00592_79f9dba4-54c6-45ce-aa91-72b54d3da27e.mov,/00592.jpg,grl-mleng-dsfactory-training-faces,29.97411865348456,50.576967,1516,1280x720,h264,aac,1.0,,inswapper_128,Male,English,45–54,QuickTime (Mac default),MacBook (any model),Macbook Pro Retina 15,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'okay sign'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture outward'}, {'category': 'postural', 'type': 'pose', 'description': 'slouch'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away left'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'peace sign'}, {'category': 'affective', 'type': 'gesture', 'description': 'hand on chin'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic using a phone'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt left'}, {'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}]",variable,['v1.0.0_dataset'],2025-06-16T18:16:51.790637Z,,50.576967,911453/30408,911453/30408,1280,720,False,,h264,1516,33203124,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/911453,True,mov,,,,,,,facefusion/00592
00008--985167af-b5de-41de-bd3a-665348393703,raw,8,985167af-b5de-41de-bd3a-665348393703,grl-mleng-dsfactory-training-video-data,raw/00008/985167af-b5de-41de-bd3a-665348393703.mov,00008/985167af-b5de-41de-bd3a-665348393703_face_crop.png,grl-mleng-dsfactory-training-faces,29.84558619723599,55.945208,1669,1280x720,h264,aac,,,,Female,,25–34,Windows Camera App,MacBook (any model),IPad Gen 5,True,"[{'type': 'speaking', 'description': ""Talk about a challenge you've overcome""}]",forward,['v1.0.0_dataset'],2025-06-13T16:04:46.554392Z,,55.945229,60/1,10014000/335527,1280,720,True,aac,h264,1669,8068870,Main,yuvj420p,yuvj420p,pc,unknown,reserved,reserved,left,progressive,1/30000,True,mp4,0.71283,1189.0,479.0,887.0,1454.0,True,raw/00008
00008--985167af-b5de-41de-bd3a-665348393703,facefusion-v1,8,985167af-b5de-41de-bd3a-665348393703,grl-mleng-dsfactory-training-video-data,facefusion/00008/00008_985167af-b5de-41de-bd3a-665348393703.mov,/00008.jpg,grl-mleng-dsfactory-training-faces,29.84558619723599,55.945208,1669,1280x720,h264,aac,1.0,,inswapper_128,Female,,25–34,Windows Camera App,MacBook (any model),IPad Gen 5,True,"[{'type': 'speaking', 'description': ""Talk about a challenge you've overcome""}]",forward,['v1.0.0_dataset'],2025-06-13T16:04:46.554392Z,,55.921167,861463/28864,861463/28864,1280,720,False,,h264,1669,30316563,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/861463,True,mov,,,,,,,facefusion/00008
00357--74762fa9-822f-4ae4-b892-fe961f2e031f,raw,357,74762fa9-822f-4ae4-b892-fe961f2e031f,grl-mleng-dsfactory-training-video-data,raw/00357/74762fa9-822f-4ae4-b892-fe961f2e031f.mov,00357/74762fa9-822f-4ae4-b892-fe961f2e031f_face_crop.png,grl-mleng-dsfactory-training-faces,30.16872621512202,38.442,1159,1280x720,h264,aac,,,,Female,Greek,35–44,Windows Camera App (Windows default),Windows laptop,Dell Latitude 5490,True,"[{'type': 'speaking', 'description': 'Describe your favorite hobby and why you enjoy it'}]",forward,['v1.0.0_dataset'],2025-06-16T18:15:02.265705Z,,38.442,60/1,17385000/576259,1280,720,True,aac,h264,1159,8206032,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.944732,1094.0,64.0,939.0,1445.0,True,raw/00357
00357--74762fa9-822f-4ae4-b892-fe961f2e031f,facefusion-v1,357,74762fa9-822f-4ae4-b892-fe961f2e031f,grl-mleng-dsfactory-training-video-data,facefusion/00357/00357_74762fa9-822f-4ae4-b892-fe961f2e031f.mov,/00357.jpg,grl-mleng-dsfactory-training-faces,30.16872621512202,38.442,1159,1280x720,h264,aac,1.0,,inswapper_128,Female,Greek,35–44,Windows Camera App (Windows default),Windows laptop,Dell Latitude 5490,True,"[{'type': 'speaking', 'description': 'Describe your favorite hobby and why you enjoy it'}]",forward,['v1.0.0_dataset'],2025-06-16T18:15:02.265705Z,,38.417267,705556/23387,705556/23387,1280,720,False,,h264,1159,22652443,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/705556,True,mov,,,,,,,facefusion/00357
00423--7d9e5f66-315c-464d-b601-ff6ae490df81,raw,423,7d9e5f66-315c-464d-b601-ff6ae490df81,grl-mleng-dsfactory-training-video-data,raw/00423/7d9e5f66-315c-464d-b601-ff6ae490df81.mov,,,30.056685418284733,40.269229,1210,1280x720,h264,aac,,,,Male,Portuguese,25–34,Windows Camera App (Windows default),Windows laptop,HP laptop 15s-fq2xxx,True,"[{'type': 'speaking', 'description': 'Talk about your favorite season and why'}]",left,['v1.0.0_dataset'],2025-06-16T18:12:46.571028Z,,40.26925,60/1,18150000/603859,1280,720,True,aac,h264,1210,8239463,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.937965,1134.0,75.0,8.0,2243.0,True,raw/00423
00423--7d9e5f66-315c-464d-b601-ff6ae490df81,facefusion-v1,423,7d9e5f66-315c-464d-b601-ff6ae490df81,grl-mleng-dsfactory-training-video-data,facefusion/00423/00423_7d9e5f66-315c-464d-b601-ff6ae490df81.mov,,,30.056685418284733,40.269229,1210,1280x720,h264,aac,1.0,,blendswap_256,Male,Portuguese,25–34,Windows Camera App (Windows default),Windows laptop,HP laptop 15s-fq2xxx,True,"[{'type': 'speaking', 'description': 'Talk about your favorite season and why'}]",left,['v1.0.0_dataset'],2025-06-16T18:12:46.571028Z,,40.257267,69461/2311,69461/2311,1280,720,False,,h264,1210,25397672,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/69461,True,mov,,,,,,,facefusion/00423
00326--a97f8d8d-5045-4bf4-b2a8-a519eb94847f,raw,326,a97f8d8d-5045-4bf4-b2a8-a519eb94847f,grl-mleng-dsfactory-training-video-data,raw/00326/a97f8d8d-5045-4bf4-b2a8-a519eb94847f.mov,00326/a97f8d8d-5045-4bf4-b2a8-a519eb94847f_face_crop.png,grl-mleng-dsfactory-training-faces,29.45767779184792,64.493063,1899,1280x720,h264,aac,,,,Male,Swedish,55+,Windows Camera App (Windows default),Windows laptop,ASUS FX506IV,True,"[{'type': 'speaking', 'description': 'Describe your favorite hobby and why you enjoy it'}]",forward,['v1.0.0_dataset'],2025-06-16T18:13:17.366966Z,,64.493062,60/1,56970000/1933961,1280,720,True,aac,h264,1899,8017571,Main,yuvj420p,yuvj420p,pc,unknown,reserved,reserved,left,progressive,1/30000,True,mp4,0.882508,1675.0,223.0,942.0,25440.0,True,raw/00326
00326--a97f8d8d-5045-4bf4-b2a8-a519eb94847f,facefusion-v1,326,a97f8d8d-5045-4bf4-b2a8-a519eb94847f,grl-mleng-dsfactory-training-video-data,facefusion/00326/00326_a97f8d8d-5045-4bf4-b2a8-a519eb94847f.mov,00326/a97f8d8d-5045-4bf4-b2a8-a519eb94847f_face_crop.png,grl-mleng-dsfactory-training-faces,29.45767779184792,64.493063,1899,1280x720,h264,aac,1.0,,inswapper_128,Male,Swedish,55+,Windows Camera App (Windows default),Windows laptop,ASUS FX506IV,True,"[{'type': 'speaking', 'description': 'Describe your favorite hobby and why you enjoy it'}]",forward,['v1.0.0_dataset'],2025-06-16T18:13:17.366966Z,,64.465367,601025/20403,601025/20403,1280,720,False,,h264,1899,22047220,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/601025,True,mov,,,,,,,facefusion/00326
00226--048481ae-ed70-4500-a6ba-c2803e9ed2a4,raw,226,048481ae-ed70-4500-a6ba-c2803e9ed2a4,grl-mleng-dsfactory-training-video-data,raw/00226/048481ae-ed70-4500-a6ba-c2803e9ed2a4.mov,,,29.8468545390622,62.385133,1862,1280x720,h264,aac,,,,Female,English,35–44,Windows Camera App (Windows default),Windows laptop,"HP Laptop 15-dy5xxx; Windows Device name FamilyLaptop Processor 12th Gen Intel(R) Core(TM) i3-1215U 1.20 GHz Installed RAM 8.00 GB (7.68 GB usable) Device ID 9E25A7AA-A401-447D-A952-094FD0ACEB3C Product ID 00356-07429-39886-AAOEM System type 64-bit operating system, x64-based processor Pen and touch Touch support with 10 touch points",False,"[{'category': 'iconic', 'type': 'gesture', 'description': 'drawing zigzag in air'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}, {'category': 'postural', 'type': 'pose', 'description': 'elbows on knees'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'thumbs up'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'affective', 'type': 'gesture', 'description': 'palms rubbing'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'finger wag'}]",variable,['v1.0.0_dataset'],2025-06-16T18:14:07.856416Z,,62.385133,60/1,27930000/935777,1280,720,True,aac,h264,1862,8149804,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.936056,1742.0,119.0,913.0,1448.0,True,raw/00226
00226--048481ae-ed70-4500-a6ba-c2803e9ed2a4,facefusion-v1,226,048481ae-ed70-4500-a6ba-c2803e9ed2a4,grl-mleng-dsfactory-training-video-data,facefusion/00226/00226_048481ae-ed70-4500-a6ba-c2803e9ed2a4.mov,,,29.8468545390622,62.385133,1862,1280x720,h264,aac,1.0,,inswapper_128,Female,English,35–44,Windows Camera App (Windows default),Windows laptop,"HP Laptop 15-dy5xxx; Windows Device name FamilyLaptop Processor 12th Gen Intel(R) Core(TM) i3-1215U 1.20 GHz Installed RAM 8.00 GB (7.68 GB usable) Device ID 9E25A7AA-A401-447D-A952-094FD0ACEB3C Product ID 00356-07429-39886-AAOEM System type 64-bit operating system, x64-based processor Pen and touch Touch support with 10 touch points",False,"[{'category': 'iconic', 'type': 'gesture', 'description': 'drawing zigzag in air'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}, {'category': 'postural', 'type': 'pose', 'description': 'elbows on knees'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'thumbs up'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'affective', 'type': 'gesture', 'description': 'palms rubbing'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'finger wag'}]",variable,['v1.0.0_dataset'],2025-06-16T18:14:07.856416Z,,62.385133,104852/3513,104852/3513,1280,720,False,,h264,1862,24278845,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/104852,True,mov,,,,,,,facefusion/00226
00208--d0ec8ef9-453c-40cf-a847-0d7c51c3f1bb,raw,208,d0ec8ef9-453c-40cf-a847-0d7c51c3f1bb,grl-mleng-dsfactory-training-video-data,raw/00208/d0ec8ef9-453c-40cf-a847-0d7c51c3f1bb.mov,,,15.025540461000144,33.833333,508,1280x720,h264,aac,,,,Female,English,18–24,Windows Camera App (Windows default),Windows laptop,ThinkPad X1 Carbon Signature edition,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'hand wave in circle'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'gaze', 'type': 'pose', 'description': 'look down'}, {'category': 'postural', 'type': 'pose', 'description': 'slouch'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture inward'}, {'category': 'postural', 'type': 'pose', 'description': 'legs crossed'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'head', 'type': 'pose', 'description': 'chin tuck'}, {'category': 'affective', 'type': 'gesture', 'description': 'eye rub'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'hand over mouth'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:05.514775Z,,33.833333,15/1,5080000/338091,1280,720,True,aac,h264,508,4217014,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.942801,478.0,29.0,1908.0,2410.0,True,raw/00208
00208--d0ec8ef9-453c-40cf-a847-0d7c51c3f1bb,facefusion-v1,208,d0ec8ef9-453c-40cf-a847-0d7c51c3f1bb,grl-mleng-dsfactory-training-video-data,facefusion/00208/00208_d0ec8ef9-453c-40cf-a847-0d7c51c3f1bb.mov,,,15.025540461000144,33.833333,508,1280x720,h264,aac,1.0,,inswapper_128,Female,English,18–24,Windows Camera App (Windows default),Windows laptop,ThinkPad X1 Carbon Signature edition,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'hand wave in circle'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'gaze', 'type': 'pose', 'description': 'look down'}, {'category': 'postural', 'type': 'pose', 'description': 'slouch'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture inward'}, {'category': 'postural', 'type': 'pose', 'description': 'legs crossed'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'head', 'type': 'pose', 'description': 'chin tuck'}, {'category': 'affective', 'type': 'gesture', 'description': 'eye rub'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'hand over mouth'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:05.514775Z,,33.8091,793033/52779,793033/52779,1280,720,False,,h264,508,26761610,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/793033,True,mov,,,,,,,facefusion/00208
00401--5f8f42db-70c6-4c1e-9f83-8dfb6d767f1b,raw,401,5f8f42db-70c6-4c1e-9f83-8dfb6d767f1b,grl-mleng-dsfactory-training-video-data,raw/00401/5f8f42db-70c6-4c1e-9f83-8dfb6d767f1b.mov,,,30.03003003003003,44.955,1350,1280x720,h264,aac,,,,Male,English,18–24,QuickTime (Mac default),MacBook (any model),Macbook Air M1,False,"[{'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'gaze', 'type': 'pose', 'description': 'look down'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'air quotes'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'affective', 'type': 'gesture', 'description': 'covering mouth'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point upward'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'peace sign'}]",variable,['v1.0.0_dataset'],2025-06-16T18:15:06.859877Z,,45.000812,10000/333,10000/333,1280,720,True,aac,h264,1350,10791151,Main,yuv420p,yuv420p,tv,bt709,bt709,bt709,topleft,progressive,1/100000,True,mov,,,,,,,raw/00401
00401--5f8f42db-70c6-4c1e-9f83-8dfb6d767f1b,facefusion-v1,401,5f8f42db-70c6-4c1e-9f83-8dfb6d767f1b,grl-mleng-dsfactory-training-video-data,facefusion/00401/00401_5f8f42db-70c6-4c1e-9f83-8dfb6d767f1b.mov,/00401.jpg,grl-mleng-dsfactory-training-faces,30.03003003003003,44.955,1350,1280x720,h264,aac,1.0,,inswapper_128,Male,English,18–24,QuickTime (Mac default),MacBook (any model),Macbook Air M1,False,"[{'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'gaze', 'type': 'pose', 'description': 'look down'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'air quotes'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'affective', 'type': 'gesture', 'description': 'covering mouth'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point upward'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'peace sign'}]",variable,['v1.0.0_dataset'],2025-06-16T18:15:06.859877Z,,44.955,10000/333,10000/333,1280,720,False,,h264,1350,30843115,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/10000,True,mov,,,,,,,facefusion/00401
00153--1463d825-e615-4279-baca-98d237309af7,raw,153,1463d825-e615-4279-baca-98d237309af7,grl-mleng-dsfactory-training-video-data,raw/00153/1463d825-e615-4279-baca-98d237309af7.mov,,,29.77238531228992,41.673333,1240,1280x720,h264,aac,,,,Male,Slovak,18–24,Windows Camera App (Windows default),Windows laptop,Asus TUF Gaming A15,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'shrug'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away left'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point to self'}, {'category': 'postural', 'type': 'pose', 'description': 'legs crossed'}, {'category': 'gaze', 'type': 'pose', 'description': 'look down'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt left'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic typing'}, {'category': 'beat', 'type': 'gesture', 'description': 'jaw clench'}, {'category': 'affective', 'type': 'gesture', 'description': 'lip biting'}]",variable,['v1.0.0_dataset'],2025-06-16T18:14:02.200420Z,,41.673333,60/1,930000/31237,1280,720,True,aac,h264,1240,8103694,Main,yuvj420p,yuvj420p,pc,unknown,reserved,reserved,left,progressive,1/30000,True,mp4,0.695722,862.0,377.0,940.0,5279.0,True,raw/00153
